age,education_level,years_of_experience,technical_test_score,interview_score,previous_employment,suitable_for_employment
57.0,,,73.3,8.0,No,Yes
63.0,Bachelor's,39,61.6,4.9,No,Yes
24.0,Bachelor's,1,64.2,2.9,No,No
40.0,Bachelor's,17,89.1,8.7,No,Yes
,High School,,55.9,5.6,Yes,No
49.0,Bachelor's,26,60.0,4.4,No,No
28.0,Master's,2,65.4,5.0,Yes,No
39.0,Bachelor's,16,28.2,9.9,Yes,Yes
39.0,PhD,10,59.7,5.2,Yes,No
60.0,High School,40,15.3,6.3,Yes,No
42.0,Bachelor's,20,53.3,5.6,Yes,No
39.0,Bachelor's,15,82.1,4.0,Yes,No
45.0,Bachelor's,22,73.9,5.0,Yes,Yes
46.0,Bachelor's,23,53.1,3.9,No,No
30.0,Bachelor's,7,65.8,8.4,Yes,Yes
35.0,Master's,11,43.5,6.7,Yes,No
19.0,Master's,0,65.0,10.0,Yes,Yes
46.0,Bachelor's,24,100.0,5.1,Yes,Yes
,Master's,,100.0,4.8,Yes,Yes
32.0,Bachelor's,8,66.1,9.6,No,Yes
44.0,Master's,19,68.2,8.6,Yes,Yes
48.0,High School,28,45.4,7.3,Yes,No
32.0,High School,12,49.0,4.3,No,No
40.0,Bachelor's,17,72.2,10.0,,Yes
41.0,Bachelor's,19,54.5,6.4,Yes,No
61.0,Bachelor's,38,83.1,5.6,No,Yes
30.0,Bachelor's,6,96.4,8.8,Yes,Yes
39.0,High School,19,71.7,6.5,Yes,No
60.0,Bachelor's,38,67.0,4.2,Yes,Yes
54.0,Bachelor's,30,31.4,6.6,Yes,No
50.0,Bachelor's,26,80.0,4.9,Yes,Yes
20.0,High School,1,42.1,0.5,No,No
36.0,High School,18,56.6,4.7,,No
40.0,Master's,15,84.2,5.4,Yes,Yes
46.0,High School,27,85.6,4.2,Yes,Yes
47.0,High School,28,55.7,7.7,No,No
56.0,High School,36,56.8,4.9,No,No
61.0,Bachelor's,37,51.0,7.5,,Yes
64.0,Bachelor's,42,,4.0,Yes,Yes
42.0,Bachelor's,18,52.3,8.3,No,No
54.0,Bachelor's,,32.7,3.9,No,No
64.0,Master's,39,78.7,1.8,Yes,Yes
25.0,High School,6,72.9,9.0,No,No
,Master's,,76.2,4.8,No,No
33.0,Bachelor's,9,45.9,10.0,No,No
25.0,Bachelor's,1,41.1,7.6,No,No
18.0,High School,0,66.1,8.1,No,No
61.0,High School,41,66.3,8.6,No,Yes
22.0,Bachelor's,0,62.1,6.7,Yes,No
20.0,Bachelor's,0,59.2,6.7,No,No
18.0,High School,0,99.2,9.1,Yes,Yes
,PhD,,73.5,6.7,No,Yes
57.0,PhD,28,100.0,5.0,No,Yes
52.0,Bachelor's,28,90.4,7.7,No,Yes
49.0,PhD,21,99.1,2.3,No,No
59.0,High School,40,43.5,9.1,Yes,Yes
51.0,High School,32,76.9,9.2,Yes,Yes
60.0,High School,41,56.4,,Yes,Yes
42.0,Bachelor's,18,31.7,8.8,Yes,Yes
27.0,High School,7,94.9,6.3,Yes,Yes
38.0,PhD,9,59.1,6.3,Yes,Yes
63.0,High School,45,43.9,4.0,Yes,No
56.0,Bachelor's,33,56.7,10.0,Yes,Yes
44.0,Master's,18,49.1,5.5,Yes,No
44.0,High School,24,51.1,7.2,No,No
19.0,High School,0,60.6,7.0,Yes,No
58.0,Bachelor's,35,99.6,3.8,Yes,Yes
65.0,Bachelor's,42,51.7,3.0,No,No
30.0,High School,11,98.2,6.5,Yes,Yes
26.0,Bachelor's,2,82.0,5.6,Yes,No
53.0,Bachelor's,30,72.9,6.3,Yes,Yes
39.0,PhD,10,80.0,8.6,No,Yes
59.0,Master's,35,65.3,6.9,Yes,Yes
43.0,Bachelor's,20,90.7,8.0,No,Yes
29.0,Bachelor's,6,76.3,,,No
34.0,Bachelor's,10,31.7,5.9,Yes,No
31.0,PhD,3,70.9,4.5,Yes,No
31.0,High School,12,80.7,7.0,Yes,Yes
51.0,Bachelor's,27,59.2,6.7,No,Yes
37.0,Master's,11,67.5,8.3,Yes,Yes
28.0,PhD,0,52.7,6.2,No,No
33.0,High School,15,37.4,5.9,Yes,No
48.0,High School,28,34.0,6.0,Yes,No
23.0,High School,4,34.3,4.7,,No
36.0,High School,18,78.4,9.4,No,Yes
54.0,Bachelor's,30,15.2,8.8,Yes,Yes
21.0,Bachelor's,0,51.7,4.1,Yes,No
64.0,Bachelor's,42,49.7,8.1,Yes,Yes
21.0,High School,2,59.4,,Yes,No
37.0,High School,19,27.9,8.5,Yes,No
27.0,High School,7,73.1,5.1,Yes,No
41.0,Bachelor's,19,39.5,7.2,No,No
52.0,Master's,28,87.6,2.6,Yes,Yes
43.0,High School,24,52.6,4.1,No,No
54.0,High School,35,63.1,7.4,Yes,Yes
55.0,Bachelor's,31,65.1,5.1,Yes,Yes
38.0,Bachelor's,15,69.9,4.8,No,No
57.0,Bachelor's,33,65.7,9.3,Yes,Yes
56.0,Master's,30,56.5,10.0,Yes,Yes
38.0,High School,19,71.9,8.4,Yes,Yes
27.0,Master's,3,74.3,4.3,No,No
55.0,Bachelor's,32,49.7,10.0,Yes,Yes
63.0,Bachelor's,41,73.5,3.4,No,Yes
21.0,PhD,0,88.8,5.9,Yes,Yes
62.0,High School,42,79.1,,Yes,Yes
37.0,Bachelor's,13,83.6,10.0,Yes,Yes
34.0,Bachelor's,11,68.4,8.3,No,Yes
24.0,Bachelor's,2,46.3,,No,No
21.0,Master's,0,48.8,4.6,Yes,No
46.0,Master's,20,71.4,8.5,Yes,Yes
31.0,Master's,7,83.9,5.4,Yes,Yes
20.0,Bachelor's,0,100.0,6.9,Yes,Yes
41.0,High School,22,84.6,3.8,Yes,No
54.0,Bachelor's,30,41.6,7.6,No,Yes
33.0,Master's,7,49.7,7.5,Yes,No
21.0,High School,1,100.0,4.0,No,No
41.0,Bachelor's,17,60.7,8.6,Yes,Yes
51.0,Master's,26,66.0,7.6,Yes,Yes
47.0,Bachelor's,23,45.8,8.0,No,No
35.0,Bachelor's,11,96.3,5.7,Yes,Yes
,Master's,,75.0,6.9,Yes,Yes
48.0,High School,29,49.5,6.6,No,No
36.0,High School,17,45.1,6.2,Yes,No
63.0,Bachelor's,41,71.1,6.8,Yes,Yes
36.0,Bachelor's,13,65.9,9.0,Yes,Yes
39.0,Master's,15,81.6,8.6,Yes,Yes
41.0,High School,21,75.9,4.1,Yes,No
62.0,Bachelor's,40,59.7,8.5,Yes,Yes
29.0,High School,11,54.1,8.9,Yes,No
47.0,PhD,18,61.8,6.2,Yes,Yes
55.0,Bachelor's,31,54.0,7.5,No,Yes
48.0,Bachelor's,24,62.4,7.5,Yes,Yes
53.0,High School,35,65.3,4.8,Yes,Yes
36.0,High School,17,47.0,5.7,Yes,No
65.0,Bachelor's,42,77.6,8.0,No,Yes
62.0,High School,43,57.6,5.5,Yes,Yes
53.0,Bachelor's,29,48.2,8.5,Yes,Yes
47.0,Bachelor's,23,58.0,9.1,Yes,Yes
50.0,Master's,25,69.8,8.8,No,Yes
35.0,Bachelor's,11,66.7,10.0,Yes,Yes
45.0,Bachelor's,23,73.4,6.3,Yes,Yes
64.0,High School,46,83.0,6.9,Yes,Yes
28.0,Master's,2,91.1,7.1,Yes,Yes
62.0,Master's,37,70.7,6.4,No,Yes
50.0,High School,31,43.6,7.6,No,No
34.0,PhD,7,59.6,3.1,Yes,No
23.0,High School,3,44.9,6.9,No,No
21.0,High School,2,98.9,3.7,Yes,No
37.0,High School,18,100.0,4.6,No,No
65.0,PhD,36,78.0,8.0,Yes,Yes
64.0,Bachelor's,40,82.2,6.1,Yes,Yes
44.0,Master's,19,70.0,7.9,No,Yes
32.0,High School,12,72.3,6.1,No,No
23.0,Bachelor's,0,33.1,8.7,No,No
,Bachelor's,,63.5,6.0,No,No
31.0,Master's,5,47.4,2.6,Yes,No
28.0,High School,9,70.6,7.0,Yes,No
56.0,High School,38,63.8,2.2,Yes,No
26.0,High School,6,100.0,3.6,Yes,No
43.0,Master's,18,83.3,4.7,Yes,Yes
33.0,Bachelor's,11,70.7,4.5,Yes,No
22.0,Bachelor's,0,59.7,5.4,,No
27.0,Bachelor's,4,98.5,4.4,Yes,No
20.0,PhD,0,64.4,3.7,Yes,No
30.0,Master's,6,71.6,9.6,Yes,Yes
60.0,Master's,35,65.8,5.1,Yes,Yes
47.0,Bachelor's,25,56.9,2.0,No,No
62.0,High School,42,65.7,5.8,Yes,Yes
23.0,PhD,0,25.8,4.3,Yes,No
34.0,Bachelor's,11,34.0,4.7,Yes,No
62.0,Bachelor's,40,72.0,7.9,No,Yes
36.0,Bachelor's,13,96.4,5.6,Yes,Yes
,PhD,,72.0,4.2,No,No
52.0,Bachelor's,28,,7.4,Yes,Yes
63.0,Bachelor's,41,36.1,8.8,Yes,Yes
43.0,Master's,17,80.7,7.6,Yes,Yes
22.0,Bachelor's,0,53.7,1.6,No,No
46.0,High School,27,77.9,4.3,Yes,No
54.0,PhD,27,72.8,6.6,Yes,Yes
37.0,PhD,8,74.6,6.0,Yes,Yes
38.0,Master's,14,65.7,5.8,Yes,Yes
27.0,Bachelor's,3,72.7,4.5,No,No
22.0,Bachelor's,0,62.6,3.7,Yes,No
53.0,PhD,25,52.3,10.0,Yes,Yes
23.0,Bachelor's,1,45.7,6.6,Yes,No
43.0,Master's,17,17.3,7.8,Yes,No
21.0,PhD,0,61.4,6.5,Yes,No
56.0,Bachelor's,33,95.4,6.6,Yes,Yes
56.0,Master's,31,79.6,6.4,Yes,Yes
52.0,Master's,26,69.6,4.3,No,No
18.0,High School,,50.3,3.5,Yes,No
41.0,Bachelor's,17,84.9,7.3,No,Yes
53.0,High School,34,62.6,6.9,No,Yes
23.0,Bachelor's,0,96.5,8.4,Yes,Yes
58.0,High School,38,45.4,8.0,Yes,Yes
63.0,Bachelor's,40,50.0,4.9,No,No
61.0,Master's,37,48.1,8.8,No,Yes
48.0,PhD,20,35.4,8.0,Yes,Yes
37.0,Bachelor's,14,46.3,7.9,Yes,No
41.0,Bachelor's,17,67.1,10.0,Yes,Yes
42.0,Bachelor's,19,50.8,10.0,Yes,Yes
53.0,PhD,24,0.0,7.9,No,No
38.0,Bachelor's,15,86.5,7.6,Yes,Yes
47.0,Bachelor's,24,31.3,8.7,No,No
41.0,PhD,14,76.8,5.3,Yes,Yes
61.0,Bachelor's,38,65.6,5.4,Yes,Yes
59.0,PhD,32,100.0,7.8,Yes,Yes
47.0,PhD,19,84.9,4.8,Yes,Yes
39.0,PhD,11,54.9,7.7,No,Yes
45.0,Bachelor's,22,51.0,6.8,Yes,Yes
24.0,Bachelor's,2,95.1,4.8,No,No
52.0,Master's,26,35.5,6.6,No,No
45.0,,,68.8,9.1,Yes,Yes
31.0,Bachelor's,9,62.4,6.7,Yes,No
27.0,High School,8,58.1,6.7,No,No
33.0,High School,13,72.1,7.2,Yes,No
33.0,Bachelor's,10,68.8,7.4,,Yes
48.0,Bachelor's,26,74.1,5.8,Yes,Yes
59.0,Bachelor's,37,67.8,7.2,Yes,Yes
42.0,Bachelor's,18,73.4,4.4,No,No
30.0,Bachelor's,8,66.9,4.9,No,No
23.0,Bachelor's,0,51.8,5.2,No,No
,Bachelor's,,65.1,7.4,Yes,Yes
26.0,Bachelor's,2,50.7,6.8,No,No
62.0,Bachelor's,39,49.4,6.2,Yes,Yes
53.0,High School,33,58.3,7.9,Yes,Yes
60.0,Bachelor's,36,62.6,7.3,No,Yes
37.0,Bachelor's,14,65.7,5.9,Yes,No
35.0,Bachelor's,13,83.3,4.4,Yes,No
60.0,Bachelor's,37,55.0,4.9,Yes,Yes
38.0,Master's,14,68.9,3.6,Yes,No
21.0,High School,3,67.4,6.8,No,No
50.0,PhD,22,52.8,4.8,Yes,No
,High School,,66.5,5.5,No,No
24.0,PhD,0,85.1,6.2,No,No
23.0,Bachelor's,0,68.7,8.6,Yes,Yes
32.0,,,69.5,8.4,Yes,Yes
35.0,Bachelor's,11,,6.4,Yes,No
49.0,High School,31,100.0,9.0,No,Yes
28.0,Bachelor's,4,52.0,2.5,Yes,No
37.0,High School,18,31.6,10.0,No,No
41.0,Bachelor's,17,82.2,7.9,Yes,Yes
32.0,Bachelor's,10,62.7,6.7,Yes,No
65.0,Master's,41,58.9,4.7,Yes,Yes
24.0,High School,4,54.1,5.6,Yes,No
38.0,PhD,11,100.0,7.7,No,Yes
59.0,Bachelor's,37,72.1,7.8,No,Yes
43.0,High School,23,76.0,7.8,Yes,Yes
,Bachelor's,,,5.0,Yes,No
31.0,High School,13,70.4,4.6,Yes,No
54.0,High School,34,93.0,6.9,Yes,Yes
38.0,Bachelor's,14,60.0,8.0,Yes,Yes
35.0,Bachelor's,13,35.9,6.5,Yes,No
22.0,PhD,0,82.4,9.5,Yes,Yes
20.0,Bachelor's,0,74.9,6.6,Yes,No
40.0,PhD,13,67.2,6.5,No,Yes
43.0,PhD,16,74.4,7.8,Yes,Yes
54.0,Master's,29,57.6,8.9,Yes,Yes
41.0,Bachelor's,19,65.4,3.8,Yes,No
36.0,High School,16,62.4,4.3,No,No
42.0,,,53.2,5.9,Yes,No
38.0,Bachelor's,14,88.8,10.0,Yes,Yes
29.0,Bachelor's,5,,6.0,No,No
58.0,High School,39,100.0,6.3,Yes,Yes
50.0,Bachelor's,27,82.5,7.7,Yes,Yes
21.0,High School,1,29.4,8.5,Yes,No
59.0,Master's,33,60.5,6.8,No,Yes
24.0,High School,5,61.6,8.8,Yes,No
39.0,Bachelor's,15,72.8,4.1,Yes,No
50.0,Master's,26,45.2,5.0,Yes,No
34.0,High School,16,65.6,8.8,Yes,Yes
41.0,Bachelor's,17,62.6,6.5,,Yes
51.0,Master's,27,50.2,4.0,Yes,No
45.0,Bachelor's,21,47.5,3.9,Yes,No
60.0,High School,41,83.4,4.9,Yes,Yes
58.0,Bachelor's,34,31.1,6.5,Yes,Yes
56.0,Bachelor's,33,74.6,7.4,Yes,Yes
39.0,Bachelor's,17,81.0,5.8,Yes,Yes
34.0,High School,16,60.6,7.3,Yes,No
51.0,Bachelor's,29,66.0,5.6,Yes,Yes
23.0,Bachelor's,0,88.3,8.9,Yes,Yes
63.0,Master's,38,50.9,10.0,No,Yes
23.0,Bachelor's,0,53.0,5.7,No,No
51.0,Master's,27,55.1,7.5,No,Yes
18.0,Bachelor's,0,88.3,7.3,Yes,Yes
27.0,Master's,2,90.8,6.8,Yes,Yes
,Bachelor's,,37.1,7.8,No,No
22.0,Bachelor's,0,85.1,7.5,Yes,Yes
19.0,Bachelor's,0,81.4,5.6,Yes,No
39.0,Master's,13,96.1,9.1,No,Yes
65.0,Bachelor's,43,72.7,6.9,Yes,Yes
19.0,Bachelor's,0,64.1,5.7,Yes,No
27.0,Bachelor's,3,87.9,10.0,Yes,Yes
51.0,Master's,25,79.0,6.3,No,Yes
33.0,Bachelor's,9,100.0,7.0,No,Yes
,Bachelor's,,84.2,6.9,No,Yes
56.0,Bachelor's,32,68.1,6.2,Yes,Yes
39.0,Bachelor's,16,41.5,7.4,Yes,No
29.0,PhD,1,53.4,4.8,Yes,No
41.0,Master's,17,36.3,7.7,Yes,Yes
64.0,Bachelor's,42,60.7,3.0,No,No
57.0,Bachelor's,35,83.5,3.9,Yes,Yes
55.0,Master's,30,64.9,10.0,Yes,Yes
27.0,Bachelor's,3,85.4,4.0,Yes,No
52.0,PhD,25,71.8,2.6,Yes,No
49.0,High School,30,56.9,4.0,Yes,No
24.0,High School,6,66.8,10.0,Yes,Yes
38.0,High School,19,74.4,2.9,Yes,No
37.0,Bachelor's,13,67.8,4.6,Yes,No
43.0,PhD,15,68.0,3.6,Yes,No
21.0,High School,1,49.6,6.0,No,No
63.0,Master's,39,56.3,5.6,Yes,Yes
39.0,Bachelor's,15,100.0,5.5,Yes,Yes
32.0,Master's,7,89.6,10.0,Yes,Yes
57.0,Bachelor's,35,35.5,4.1,Yes,No
38.0,Master's,14,17.7,6.3,No,No
32.0,High School,13,66.5,7.2,No,No
39.0,Master's,13,82.9,4.5,Yes,Yes
45.0,Bachelor's,22,54.6,7.5,Yes,Yes
,Bachelor's,,85.4,5.7,Yes,Yes
44.0,Master's,18,66.2,7.2,Yes,Yes
58.0,Bachelor's,34,61.7,6.3,No,Yes
57.0,High School,39,80.1,2.4,Yes,No
45.0,Bachelor's,21,54.4,9.1,Yes,Yes
43.0,Bachelor's,21,59.3,10.0,Yes,Yes
19.0,Bachelor's,0,78.4,6.1,Yes,No
42.0,Bachelor's,19,64.4,4.7,Yes,No
20.0,High School,2,100.0,9.5,No,Yes
25.0,Bachelor's,,78.9,10.0,Yes,Yes
61.0,High School,41,77.6,6.2,No,Yes
50.0,PhD,23,64.0,6.1,Yes,Yes
59.0,High School,40,82.5,6.3,No,Yes
52.0,Bachelor's,30,58.5,3.2,Yes,No
23.0,High School,5,70.6,5.9,Yes,No
56.0,High School,38,46.7,9.9,Yes,Yes
40.0,Bachelor's,16,85.8,6.2,Yes,Yes
42.0,Bachelor's,20,70.8,4.4,Yes,No
,High School,,100.0,7.5,Yes,Yes
36.0,High School,16,100.0,5.2,Yes,Yes
22.0,High School,2,80.3,,Yes,No
28.0,Master's,4,66.4,4.0,No,No
29.0,Bachelor's,5,46.1,4.4,Yes,No
27.0,High School,9,83.1,8.0,Yes,Yes
25.0,Bachelor's,2,69.2,,Yes,No
41.0,Master's,16,75.8,4.9,No,No
45.0,Master's,19,99.6,6.7,No,Yes
58.0,PhD,30,48.5,5.3,Yes,Yes
53.0,Bachelor's,31,46.5,4.9,No,No
54.0,High School,34,60.3,8.8,No,Yes
38.0,High School,20,81.4,8.1,Yes,Yes
25.0,Master's,0,76.1,6.5,Yes,No
26.0,,,47.1,6.8,Yes,No
64.0,Bachelor's,40,80.1,6.5,Yes,Yes
32.0,Bachelor's,8,41.0,7.5,Yes,No
65.0,Bachelor's,41,48.2,4.9,Yes,Yes
63.0,Bachelor's,40,62.7,8.2,Yes,Yes
57.0,Bachelor's,34,53.9,7.2,Yes,Yes
35.0,Bachelor's,12,82.8,6.0,No,No
59.0,High School,39,70.7,5.5,Yes,Yes
37.0,Bachelor's,14,100.0,8.2,Yes,Yes
23.0,Bachelor's,0,60.1,6.2,No,No
29.0,High School,10,62.6,5.1,Yes,No
19.0,High School,0,89.2,5.7,Yes,No
,Bachelor's,,63.2,8.0,Yes,Yes
33.0,Master's,8,94.9,,No,Yes
20.0,Master's,0,75.8,5.8,Yes,No
62.0,High School,43,17.9,8.6,No,No
20.0,Bachelor's,0,88.6,6.2,No,No
44.0,Bachelor's,20,83.3,7.0,Yes,Yes
60.0,Bachelor's,37,84.0,8.7,Yes,Yes
57.0,Master's,31,26.8,8.3,Yes,Yes
55.0,Master's,31,51.7,5.6,Yes,Yes
50.0,Bachelor's,27,53.2,6.2,Yes,Yes
45.0,PhD,17,48.2,8.3,,Yes
18.0,PhD,0,99.8,8.4,Yes,Yes
25.0,Master's,0,,6.3,Yes,No
54.0,Bachelor's,30,64.3,6.4,Yes,Yes
49.0,Bachelor's,25,76.0,7.0,Yes,Yes
65.0,Bachelor's,42,76.4,9.2,Yes,Yes
60.0,,,0.0,8.6,Yes,No
54.0,High School,35,52.1,7.9,No,Yes
21.0,Master's,,36.7,4.3,Yes,No
47.0,Bachelor's,24,73.0,6.0,No,Yes
23.0,PhD,0,,6.1,No,No
63.0,High School,43,65.3,9.3,,Yes
36.0,High School,18,23.4,6.0,Yes,No
49.0,Master's,23,58.8,9.0,Yes,Yes
26.0,Bachelor's,2,87.3,5.4,Yes,No
29.0,High School,10,93.2,5.5,Yes,No
28.0,PhD,1,79.4,7.5,Yes,Yes
63.0,Master's,39,38.3,9.6,Yes,Yes
33.0,Bachelor's,9,90.2,6.1,Yes,Yes
,Master's,,79.5,1.4,Yes,No
62.0,Bachelor's,40,62.7,3.4,Yes,Yes
38.0,Master's,12,24.5,7.1,Yes,No
47.0,Master's,21,84.1,3.6,Yes,Yes
30.0,High School,10,53.2,4.8,No,No
51.0,Bachelor's,27,71.9,6.5,Yes,Yes
21.0,High School,2,66.4,1.6,No,No
45.0,High School,27,95.8,5.7,Yes,Yes
55.0,PhD,27,62.5,4.2,Yes,Yes
48.0,Bachelor's,25,64.7,3.5,Yes,No
44.0,Master's,19,96.6,4.9,No,Yes
22.0,Master's,0,51.8,4.4,Yes,No
42.0,PhD,,81.3,7.4,No,Yes
,Master's,,61.0,8.9,Yes,Yes
50.0,Bachelor's,27,44.9,5.8,Yes,No
21.0,Bachelor's,0,65.0,5.3,Yes,No
42.0,High School,24,78.8,5.7,No,No
37.0,Bachelor's,14,92.1,4.3,No,No
51.0,Bachelor's,27,94.5,3.9,,Yes
43.0,Bachelor's,20,59.1,3.2,No,No
22.0,Bachelor's,0,45.3,3.8,No,No
52.0,PhD,25,58.6,9.8,Yes,Yes
45.0,Master's,20,,5.1,Yes,Yes
46.0,Bachelor's,24,60.7,0.6,Yes,No
26.0,,,58.2,5.3,Yes,No
55.0,High School,37,79.5,3.3,No,No
23.0,Bachelor's,0,20.9,6.6,Yes,No
36.0,Master's,12,50.3,6.4,No,No
61.0,High School,43,50.5,6.6,No,No
28.0,Master's,3,88.7,6.4,No,No
19.0,Bachelor's,0,42.7,5.8,Yes,No
64.0,High School,46,69.5,3.6,Yes,No
61.0,Bachelor's,38,62.4,6.4,Yes,Yes
61.0,Bachelor's,38,85.9,8.5,No,Yes
,Bachelor's,,76.9,10.0,Yes,Yes
38.0,Master's,13,67.4,6.0,Yes,Yes
41.0,Master's,16,53.9,6.2,Yes,Yes
51.0,Bachelor's,28,28.0,7.5,Yes,No
39.0,Master's,14,69.9,9.5,Yes,Yes
20.0,Bachelor's,0,75.6,5.5,Yes,No
29.0,PhD,0,33.5,7.9,Yes,No
45.0,High School,25,40.3,4.9,No,No
47.0,Master's,22,70.0,7.2,Yes,Yes
43.0,Bachelor's,20,71.8,8.4,No,Yes
65.0,Bachelor's,41,45.2,3.9,Yes,No
38.0,High School,20,,5.4,No,No
45.0,,,28.3,8.4,No,No
,High School,,92.5,7.7,No,Yes
50.0,High School,31,39.0,8.6,Yes,Yes
38.0,PhD,9,75.8,8.2,No,Yes
52.0,Master's,,64.3,5.8,Yes,Yes
51.0,Master's,26,90.8,10.0,Yes,Yes
58.0,Master's,32,49.2,6.8,Yes,Yes
64.0,PhD,37,66.2,0.4,Yes,No
35.0,Bachelor's,11,31.0,5.9,Yes,No
28.0,High School,9,26.2,5.6,Yes,No
40.0,Master's,15,76.9,8.1,No,Yes
65.0,Master's,39,29.3,5.6,Yes,Yes
39.0,Bachelor's,15,60.4,8.7,Yes,Yes
34.0,Bachelor's,11,85.2,7.6,Yes,Yes
22.0,Bachelor's,0,79.9,4.5,Yes,No
61.0,PhD,32,51.7,6.2,Yes,Yes
28.0,Bachelor's,6,33.2,4.9,Yes,No
47.0,PhD,20,75.2,6.9,No,Yes
32.0,PhD,4,91.8,4.9,No,No
44.0,Bachelor's,21,51.8,6.6,Yes,Yes
52.0,Bachelor's,29,48.9,6.0,,Yes
50.0,Bachelor's,28,54.5,6.2,Yes,Yes
37.0,High School,18,76.4,10.0,Yes,Yes
33.0,High School,14,89.6,5.8,Yes,Yes
51.0,Master's,27,40.2,2.6,Yes,No
19.0,Bachelor's,0,35.0,8.5,Yes,No
52.0,High School,34,100.0,8.5,Yes,Yes
,Bachelor's,,61.5,2.5,Yes,No
45.0,PhD,18,70.1,5.1,No,No
64.0,Bachelor's,40,51.2,7.4,No,Yes
56.0,PhD,28,74.8,7.5,No,Yes
23.0,Bachelor's,0,84.2,6.5,No,No
26.0,Bachelor's,4,71.0,6.5,Yes,No
37.0,High School,19,99.8,4.6,No,No
18.0,Bachelor's,0,58.5,1.7,Yes,No
25.0,Bachelor's,3,59.7,10.0,No,Yes
40.0,High School,22,69.6,4.6,No,No
20.0,Bachelor's,0,74.3,6.9,Yes,No
21.0,Bachelor's,0,,6.2,Yes,No
,Bachelor's,,39.3,8.3,Yes,Yes
64.0,Master's,38,71.3,6.7,Yes,Yes
55.0,Bachelor's,32,57.5,6.8,,Yes
32.0,Bachelor's,9,53.4,1.2,No,No
,PhD,,65.6,4.8,Yes,Yes
52.0,Master's,27,45.8,8.0,Yes,Yes
63.0,PhD,34,42.3,7.8,Yes,Yes
31.0,Bachelor's,7,12.7,4.6,No,No
53.0,Master's,29,99.9,3.3,No,Yes
29.0,Bachelor's,5,76.1,6.8,Yes,Yes
34.0,High School,14,62.7,0.7,Yes,No
56.0,Master's,31,51.7,4.2,No,No
26.0,Bachelor's,2,7.5,10.0,Yes,No
52.0,High School,34,50.4,9.4,No,Yes
30.0,High School,10,79.3,7.5,Yes,Yes
32.0,Master's,7,83.8,7.1,Yes,Yes
35.0,High School,16,77.8,2.6,Yes,No
50.0,High School,32,68.2,5.0,Yes,Yes
23.0,Bachelor's,1,91.1,5.9,Yes,No
44.0,High School,24,58.4,5.1,Yes,No
40.0,PhD,13,86.7,5.8,No,Yes
44.0,Bachelor's,22,57.3,9.1,No,Yes
51.0,Bachelor's,28,47.4,5.4,Yes,No
63.0,PhD,35,44.9,5.8,Yes,Yes
55.0,Bachelor's,31,43.7,8.0,Yes,Yes
31.0,Bachelor's,7,78.2,3.7,Yes,No
53.0,Master's,27,50.1,4.8,Yes,No
25.0,Bachelor's,1,44.3,5.0,No,No
52.0,Bachelor's,29,79.3,6.6,,Yes
36.0,Master's,10,71.6,5.8,Yes,Yes
47.0,Master's,21,84.3,5.9,No,Yes
31.0,Master's,7,75.3,5.2,No,No
37.0,PhD,8,49.9,4.4,No,No
42.0,Master's,18,66.5,7.7,Yes,Yes
57.0,Master's,32,67.5,5.8,No,Yes
41.0,Master's,15,46.6,7.7,Yes,Yes
31.0,High School,13,42.9,4.3,Yes,No
43.0,Bachelor's,19,51.4,5.2,Yes,No
55.0,Master's,31,100.0,6.1,Yes,Yes
40.0,Bachelor's,16,56.7,6.2,Yes,No
39.0,High School,20,89.7,8.0,Yes,Yes
65.0,Bachelor's,42,55.6,5.6,No,Yes
36.0,Bachelor's,14,82.8,8.0,No,Yes
63.0,Bachelor's,41,83.0,7.2,No,Yes
20.0,Master's,0,84.1,6.3,Yes,Yes
59.0,PhD,30,72.8,4.6,No,Yes
36.0,Master's,12,92.5,8.0,Yes,Yes
26.0,Master's,1,72.6,4.6,Yes,No
45.0,Bachelor's,23,99.3,6.5,Yes,Yes
37.0,Bachelor's,14,32.6,6.4,No,No
62.0,Bachelor's,39,72.0,6.1,Yes,Yes
24.0,Bachelor's,2,70.7,5.7,No,No
31.0,High School,13,46.3,4.9,No,No
26.0,Bachelor's,3,76.6,3.3,No,No
36.0,Bachelor's,12,35.2,9.3,No,No
64.0,Bachelor's,41,51.9,5.5,Yes,Yes
31.0,PhD,2,25.0,6.2,No,No
55.0,Bachelor's,31,96.2,6.2,No,Yes
53.0,High School,33,60.4,8.7,No,Yes
,Bachelor's,,100.0,10.0,No,Yes
34.0,Bachelor's,12,81.1,6.8,No,Yes
47.0,Bachelor's,24,74.0,6.2,Yes,Yes
26.0,High School,7,53.3,4.3,No,No
50.0,Bachelor's,26,44.1,3.6,Yes,No
42.0,PhD,13,75.5,3.0,Yes,No
31.0,Bachelor's,7,63.6,4.9,Yes,No
28.0,PhD,0,38.2,2.3,Yes,No
52.0,Master's,26,34.7,8.7,Yes,Yes
58.0,High School,39,45.8,7.3,No,Yes
31.0,Master's,6,100.0,6.0,No,Yes
47.0,Bachelor's,25,100.0,8.7,Yes,Yes
58.0,Bachelor's,34,69.1,4.4,Yes,Yes
21.0,Bachelor's,0,68.0,4.9,No,No
21.0,Master's,0,58.3,2.6,Yes,No
45.0,High School,,46.3,8.0,Yes,No
25.0,PhD,0,92.5,4.9,Yes,Yes
19.0,Master's,0,100.0,6.5,No,Yes
